"draw","transmission_row","coverage","ve","delivery","delay_weeks","hosp_rate","cfr_hosp_band_1","cfr_hosp_band_2","cfr_hosp_band_3","cfr_hosp_band_4","cfr_hosp_band_5","cfr_hosp_band_6","cfr_hosp_band_7","cfr_hosp_band_8","cfr_hosp_band_9","cfr_nonhosp_band_1","cfr_nonhosp_band_2","cfr_nonhosp_band_3","cfr_nonhosp_band_4","cfr_nonhosp_band_5","cfr_nonhosp_band_6","cfr_nonhosp_band_7","cfr_nonhosp_band_8","cfr_nonhosp_band_9","dw_mild_mod","dw_severe","dw_chronic","dur_mild_mod","dur_severe","dur_subacute","dur_chronic","life_expectancy_band_1","life_expectancy_band_2","life_expectancy_band_3","life_expectancy_band_4","life_expectancy_band_5","life_expectancy_band_6","life_expectancy_band_7","life_expectancy_band_8","life_expectancy_band_9","rec_acute_u40","rec_acute_o40","rec_subacute_u40","rec_subacute_o40","rec_chronic_u40","rec_chronic_o40"
228,873,0.304056173508066,0.99133197074734,0.094369838775184,1,0.0482149043541562,0.010022480461461,0.0164614322863452,0.0168697521921235,0.0169898159051489,0.0237961345772613,0.0255860745758419,0.0463256108013995,0.106167159504138,0.190130407916641,0.00037830876672363,9.0143011770376e-05,2.29233912466652e-05,8.22985450002483e-05,1.18647695593435e-05,0.000328991505372211,0.00041573111093273,0.000802827516433625,0.00387893261107428,0.0662667210049706,0.0976777949654696,0.372785120695059,0.0116058950299269,0.0106221651189939,0.084105099481864,0.486671408492746,72.9407105603429,64.9264086353507,53.1881426289111,43.5671619113096,32.3942378824617,26.0708476236585,18.5323799976861,10.2953423432673,6.07666457418816,0.389506949810815,0.328642847736214,0.29499509569274,0.278614439931407,0.300885461464771,0.375642829208758
229,709,0.217107792266544,0.984708499495428,0.0961388351022165,2,0.0400406158306194,0.0141794255431251,0.01593639552783,0.018785889434287,0.0201432175168936,0.0215296635043852,0.0274851962302181,0.0439018716065445,0.107079390330856,0.184450968096369,0.000396941117458947,0.000120884887251046,3.43655618802484e-05,0.000100425730480408,1.93404417206773e-05,0.000128416806548839,0.000352760530454948,0.00148366351150525,0.00491468706278902,0.0472354130411389,0.125646858708339,0.282544160136394,0.00921830174404182,0.0231784758058593,0.0896121076019848,0.552402135573858,70.5197011189814,58.4342762225712,50.7875061781005,39.6836405112164,33.8858107692544,25.2442423229588,19.1018741521459,11.4804194934983,5.76037937813093,0.424191425517362,0.339784435059306,0.295222586646621,0.280842303183738,0.291424716062401,0.380059711721179
230,167,0.203330710679753,0.978793725590332,0.0976165250844806,1,0.0408834075163564,0.0163300180021838,0.0153176562228315,0.0174268801552932,0.0186191976768594,0.0230586559539408,0.027326228301619,0.0464754958313094,0.105740211517743,0.180587484129186,0.000356338650276904,0.000193945694261173,3.3892971955965e-05,0.000155692193841586,6.34785702107478e-06,0.00035313221280303,0.000305638770218858,0.00101379865809285,0.00309019112294181,0.0935078096160376,0.145039718170698,0.24852621804043,0.0174019880685815,0.0229247682175212,0.114956822034552,0.596282484301241,68.6397489463745,59.6626634762279,54.9527880145483,43.9218528441221,31.8214442485341,24.2960042163733,17.3531687236939,10.7124528907281,6.11049531354604,0.426666489110331,0.34955533064614,0.297316725627529,0.28054940136743,0.275816211531151,0.373341338726099
231,68,0.267154502052134,0.984439267952153,0.103035529332719,3,0.0322933772482693,0.0147184915508474,0.0152322123778489,0.017693363681727,0.0195359483332671,0.0233029210794695,0.0262155926111755,0.0449678333953072,0.109086032237046,0.185013041165135,0.000262472643575928,9.41078035103842e-05,3.81941691018888e-05,0.000120931820232181,4.06826131213847e-05,0.000278030348859864,0.000354682566495682,0.00109364111577124,0.0031405793567846,0.0663547926175042,0.148277833699405,0.487000361717483,0.0099371209502897,0.016715993997051,0.0721052708355447,0.606483381082433,75.778855347113,64.1884628605492,51.7723905642329,42.6053199105325,35.1484911104535,27.1145978944025,16.0924138845703,10.4597938861741,6.22036853850567,0.412252243389166,0.34746844087534,0.294461918099518,0.282694451734569,0.297666851175833,0.372664838565976
232,950,0.323280326496671,0.987429394499148,0.103234157709259,1,0.0487769756937637,0.0183990840371893,0.0154686041200593,0.01880420203102,0.0195674972068054,0.0237848506305028,0.0278920797559081,0.0454934730972101,0.107213478163968,0.185239057726065,0.000475162630955484,0.000162612008107466,3.72346564205177e-05,0.000138086168764291,1.54789735241475e-05,0.000179211531579916,0.000478763412035523,0.00060140056986423,0.00460705551653248,0.0386419461488436,0.143933433662509,0.680556531995704,0.0212589364827541,0.0213486359266955,0.067904306308616,0.487270895961311,71.6784319681092,61.6063430339692,52.6398868679553,46.5887022446522,32.8245756256056,23.9809008894507,15.7216413599825,11.3667796521708,5.75004764310662,0.386322201476946,0.330120300725227,0.295612080232595,0.279279191510591,0.305155871285021,0.373593855040086
233,489,0.257061756517857,0.980969245870803,0.10662106439297,1,0.0440143760177761,0.0154863154336005,0.0178724232522708,0.0172629861205841,0.0177245436227871,0.024010902527986,0.0265147645669837,0.0450381627293909,0.108672236192632,0.186952968172759,0.000507298772895378,0.000118878571765037,3.42255973504297e-05,0.000134863481621182,5.92688833064181e-05,0.000228397483427814,0.000266985978848533,0.00104504989434754,0.00425817282997945,0.0541831022676347,0.0971577201395997,0.266849100930348,0.0314529565320667,0.0329374362862969,0.128420138436362,0.521830923293917,76.2781409050596,56.9793877058058,53.5983613269881,43.4216259619843,32.1917785431562,25.9433416595756,18.6812882838577,10.4665473185675,5.53959360428131,0.415416313466665,0.32821534228333,0.294106107135519,0.272063646981265,0.297096788422951,0.370746192925227
234,565,0.301445178806351,0.990828762831335,0.109111574716922,3,0.0382523313808227,0.0154258166340147,0.0165695343369134,0.0183765532501916,0.0195722675334474,0.0233654159484166,0.0273416207602951,0.0438422951921291,0.107134286828025,0.186643395488326,0.000330587412151671,0.000109634427984068,2.37650106155701e-05,0.000129712751383979,2.03471343763008e-05,0.000135018492749585,0.000396270010857049,0.000771725768125661,0.00320283174253613,0.0477505835855101,0.13165256003119,0.244800251010878,0.0264662355877574,0.0220475268333022,0.0888657446282905,0.474586707307925,65.8329362576911,59.9789396837033,57.7182827187681,42.5723545813023,37.6161099307599,26.0080339377223,16.706726465744,10.8353126360813,6.20458130150759,0.419396227443635,0.331542302507275,0.294617284024428,0.288639699981661,0.276096070749954,0.367383068882562
235,352,0.381685911693369,0.98785671052241,0.10157618190941,3,0.0371088745704284,0.0211452128474644,0.0145911379369646,0.0169375908256827,0.0201649581402003,0.0227355214110789,0.0266689309201663,0.045725678053018,0.109345718265358,0.190947449702573,0.000391954709170548,0.000146516372195331,4.00863446165104e-05,8.54884197697261e-05,4.84971908169568e-05,0.00020424803556187,0.000346148200396768,0.00121304555774453,0.00369379947379408,0.0388361678194458,0.119857009016035,0.353436870103792,0.0272537075991674,0.046136846448582,0.116533674500298,0.489832153727634,72.2961045229253,64.5038475908733,54.1097845986908,42.0786104898055,35.3480484613539,25.3874207075173,19.0788823518605,10.8908628372742,6.08073305567746,0.40506687290733,0.335147258433005,0.294304182169815,0.28260130949907,0.289336117347648,0.370520105235222
236,84,0.323077267610258,0.979355472966188,0.104099220039656,2,0.0393110045175888,0.0177859252727858,0.013449307276355,0.0196019341881389,0.018598281920009,0.0234246224541537,0.0263771220220002,0.045279278450292,0.108980683271706,0.185758682727211,0.000239216416126237,9.90540604324371e-05,0.000111250418864048,6.29066446679209e-05,4.46411162116422e-05,0.000147163472687182,0.000488677850995988,0.000824532090005634,0.00393879024569368,0.0465426681369092,0.190574893650719,0.191461532034948,0.0203061013994521,0.0188339975318222,0.188486186045133,0.458899050560687,75.0875110290096,66.4560154666659,52.3991874759807,43.2076070713408,32.0706047275765,26.1178044350425,17.9082697895379,10.8975597118684,6.35043085196883,0.418786709026812,0.349012304501129,0.292874599835671,0.277415177147177,0.275649933149989,0.38445061587631
237,295,0.350935584629931,0.996021785601977,0.0956676918741381,2,0.0382482358042171,0.015543331632981,0.0174719917499493,0.017158942901684,0.0183885910706912,0.0237510687701468,0.0288927386208848,0.0483388394070281,0.10903230138084,0.188228806404393,0.000122635134135146,0.000115666671107053,1.79783076578591e-05,0.000115068802024233,1.76207317445922e-05,0.000223217217766652,0.000319938670973167,0.00111311939398683,0.00409646749151501,0.0429425274653879,0.130519267094144,0.262072054503872,0.00929384803794563,0.0368225230699768,0.140818063868059,0.480658472216266,74.2061749151207,61.5199718691193,51.0737938610282,44.8662221502495,29.674229910621,26.5717172950229,17.0420909055487,11.6999839059175,6.06962517788114,0.412226533440523,0.357809003000675,0.296826849396278,0.286972452631765,0.284856302627222,0.366139669172595
238,750,0.249834391473643,0.987252827985332,0.0922707789045586,3,0.0381460758095257,0.0180789074961977,0.0156190832650901,0.0176674811831889,0.0184820002292019,0.0226670283997632,0.0271117783210048,0.0471549463859208,0.105747115745755,0.18699874346703,0.00029669161501524,8.11145185024808e-05,5.37751111321627e-06,8.45775280866075e-05,3.95515115838619e-05,0.000176948850761278,0.00025091618486468,0.000705715829711013,0.00367918715463627,0.0485636067648664,0.166100673733293,0.3434037820447,0.0307517333848548,0.0406082037364394,0.128851043959156,0.457291735823853,69.7338926883573,61.9821328174422,51.5515846015698,42.1542559508624,33.136462771815,25.0505202278137,16.5712388310496,10.2897762169001,6.17593307156224,0.402029207217425,0.332437704054102,0.293727521665622,0.284723580760064,0.296440404371135,0.392334663525732
239,964,0.303861178179299,0.988409533159727,0.10334440116034,3,0.0476875203227396,0.0194743369185933,0.0149830792009055,0.0194218466752113,0.0185273838051674,0.0235706185965582,0.0260702110894481,0.0464188293701796,0.107568221181381,0.18734001398376,0.000433301475837504,5.5486542442442e-05,7.1275594158675e-05,0.000148940239154324,3.30062685536987e-05,0.000154745137713487,0.000263330406801418,0.000933925118048653,0.00435385654991545,0.0494679034576045,0.105209169935614,0.137517726115977,0.0062361248870674,0.0484758243568184,0.0763419436605814,0.524890536623216,76.3872122700383,60.7192605039278,55.7440382957242,43.7043803755658,33.4607703400006,24.9374583388351,17.8996378926084,10.1430416083747,6.5877417592292,0.444746010085636,0.340936226540277,0.293439588923539,0.277108300710422,0.285525385113709,0.399826496015082
240,720,0.245618736736879,0.989452336684415,0.111974317847555,2,0.0451070082348575,0.0165708189925399,0.015478282006895,0.017184254010246,0.0195289868841939,0.0225515464562147,0.0272395111993348,0.0465388103586406,0.107200550470151,0.190927135410171,0.000280809240537231,2.71096840152701e-05,8.87709504349057e-05,0.000138935618221706,6.40343751069327e-05,0.000201285488844877,0.000218398567492402,0.00092404223374295,0.00374251600096586,0.0683902869131824,0.143649418956396,0.421930801910615,0.0238690194860422,0.0153855859441818,0.0670795345058166,0.516664787128444,66.2648162482052,60.1543991562895,53.2425627837836,45.0281765992355,34.1567460005814,26.3873376923227,18.4972994267976,11.5250298724258,6.35105791684724,0.434298076013441,0.335435778739386,0.29115929939141,0.28197253151823,0.293732946169325,0.381951618923972
241,308,0.235346675337986,0.985679874839245,0.103748194785673,2,0.0494904171262094,0.020012311198052,0.0161136720446755,0.0172777639510503,0.020007661937039,0.0240891317512191,0.0273828642071825,0.0457662786950253,0.109318377326085,0.186969106354412,0.000196812958067273,8.88406872972329e-05,3.69212167407809e-05,0.000106024062441617,4.56842020115977e-05,0.000165373831416694,0.000365435814373183,0.000706838240042709,0.00504692639518829,0.0425750480204811,0.133791895104116,0.124917182152259,0.0287552140353198,0.0175966469700597,0.0601987011110677,0.536198681708558,69.9335272526058,59.692484183213,54.9861277524245,45.7900929131152,36.3211897498181,26.0837159570625,18.0714726909353,11.1642423412718,5.91476681954302,0.39609580889511,0.348041170376305,0.292766937298775,0.291581378367233,0.287067765642992,0.373688700321698
242,262,0.355718669165143,0.977984312024615,0.0872130358511154,3,0.0458016089539491,0.0203370826525978,0.0174109918426633,0.0179675528425937,0.0186610572226523,0.0237468978789818,0.0267328510923974,0.0465327234483985,0.107439933126115,0.190723008324525,0.000232936626294804,8.362192795696e-05,3.71766237132665e-05,9.31863897973922e-05,5.33850519111351e-05,0.000260812507313484,0.000345500936666543,0.00128167904418782,0.002975638192438,0.0546572485374556,0.111345386118784,0.456883241132661,0.0219718880425089,0.023951554320365,0.0898949672578959,0.585126175276469,71.5034159284275,62.7485325303642,53.1543036275833,44.6325238427137,34.7390852897908,24.8611188033512,16.667494749333,11.683545147568,6.75066190622427,0.409142894266233,0.326814089956989,0.297849772327384,0.27423387617612,0.271368795078246,0.36259421967241
243,599,0.318370260678173,0.968979729940861,0.0972425256531985,2,0.0371587047181847,0.0237474056123447,0.0139402526771728,0.0193190081696299,0.0188842033522288,0.0230239011694795,0.0272072814529886,0.0443508705986762,0.10612412256988,0.187142585023345,0.000303863374292788,0.000163780128474351,3.4292976047311e-05,5.01616278662589e-05,3.35372717354629e-05,0.000254621553478756,0.000379291017875165,0.000835250866821886,0.00285068650893046,0.0429102710751889,0.10506742250085,0.436443541512571,0.0463598635862102,0.0381374415700929,0.0532880202703351,0.55702581883356,63.3899468835411,58.066193877097,52.6278187613457,41.6935284790947,33.546838674884,25.2689274501946,16.615929051182,11.2083295586537,5.77983481113172,0.465314686726695,0.347301614805017,0.294256177450952,0.269865411792257,0.293723184020736,0.368075138370188
244,161,0.210099265264755,0.990250690242781,0.0942798105469241,3,0.0333570033823623,0.0147070914660891,0.0164897989768605,0.0190095623373782,0.017554174438554,0.0234776973364478,0.027154484682453,0.047179441975536,0.108537505688318,0.189330785920122,0.000807196087076123,3.32142087148782e-05,7.93117037530401e-05,0.000108260566117428,4.29967064745779e-05,9.72410567821954e-05,0.0004712081832154,0.000875923997119994,0.00305439614758377,0.0429553623530605,0.158736199062999,0.195684443052283,0.00504134996966017,0.0128052737238778,0.101848293068975,0.460159713131696,68.8376418992505,60.9239064602757,49.4505670346711,42.8720217449004,36.0248008009414,27.5171152974501,16.75246995574,10.6966478974261,5.79439469776348,0.435048025961648,0.347005035211497,0.294448620889545,0.27937554265705,0.292604104981023,0.385465792716567
245,534,0.346602499838366,0.981626232602999,0.0986963675309479,3,0.0421861339706419,0.0241150395389429,0.0169834175670207,0.0169669738833527,0.0199637688710369,0.0231049712266134,0.026534010022213,0.0464297311386868,0.108542870465646,0.187108205142007,0.000257129906886937,0.000125829830188937,2.31868160490452e-05,7.0760303677904e-05,4.25174628312502e-05,0.000164241287078717,0.00033353023078915,0.00134462037267033,0.00287185855081097,0.0479804911112246,0.14923823466053,0.199514199713094,0.0175103494923956,0.0345996652068434,0.158550244484432,0.573092546454703,68.7626570236799,60.6842999459414,52.8464600451504,43.888267221782,30.0567814829082,24.6432580311784,17.6684748807528,11.0687929564173,6.13751193790685,0.434132049789125,0.360514814661817,0.291690902950571,0.277134231384311,0.28617935123684,0.387382695809531
246,408,0.265533615770008,0.983957412799089,0.0882391008337258,2,0.0474851265417807,0.0173863733390386,0.0154576240175393,0.0181988916293497,0.018447932844429,0.0215868469684875,0.0272327047593394,0.0452044758708391,0.112509096784653,0.187669045576828,0.000176755479156329,0.000123844442086394,1.92320916142497e-05,0.000120262590669864,1.66710775761465e-05,0.000229207875562521,0.000366874155282521,0.000949633943710887,0.00344867610748828,0.0518289478406352,0.13115569522564,0.160587118363517,0.00353340412815254,0.0308293710170028,0.0944453220301556,0.556314722937189,76.5822120688228,67.5801097052981,53.7999300767824,41.8289697016979,33.0405934101429,23.7561228295085,18.6915083253631,10.6547073378849,6.34943195034978,0.409541071457991,0.337183517964425,0.295966216352283,0.273735403042797,0.26172570678252,0.386332205657167
247,269,0.345775606800825,0.986376154710005,0.101898290609792,3,0.0380984977309137,0.0175911313095822,0.0165135728892121,0.016947883585919,0.0186848688657592,0.0229347249851945,0.0262394398236642,0.044500469199943,0.107374055972828,0.194103515268642,0.000243666967144165,9.88874359729182e-05,6.55191997089435e-05,0.000180481197041788,3.2170960919819e-05,0.000290315556051265,0.000378565741962501,0.000959150639396323,0.0028666497086488,0.0617324642398865,0.148890772853404,0.439029215210203,0.0182687348401759,0.030983478997396,0.0464200182356392,0.449597787762833,69.6031898585049,62.1914708826607,48.6674260909266,43.3962625633616,30.62765771749,25.7074601109363,18.5412090448472,10.6141496771858,6.14182695006274,0.411976936002939,0.343408484849214,0.297359456830351,0.283867889143368,0.286775418621741,0.395775092864065
248,511,0.389910510174779,0.976333270541355,0.096874478324457,1,0.0452833995528118,0.0176664794635094,0.0136473470123317,0.018951244732126,0.0194912739342564,0.0237250195174298,0.0273763590087004,0.0478196798858277,0.107577165666869,0.189220763031727,0.000293230108554412,5.97586187684831e-05,6.17821751568552e-05,9.8711182246186e-05,1.99824894509978e-05,0.000121422841247876,0.000413070171579016,0.000784989448820296,0.00397158872075914,0.0522962787510202,0.129322817608868,0.305799255999286,0.0121089748434339,0.0401965315191384,0.123828578447449,0.562840574595519,73.1712798987013,60.8483706923354,51.7139941851539,43.066434379233,30.9029342499521,24.2180650461924,17.1687567498596,10.6519907915387,6.28176694460719,0.410159819271058,0.346277299354205,0.295761143152584,0.283178587761236,0.280843830425528,0.393558885132766
249,725,0.280328348876768,0.992707771706045,0.100105085767639,2,0.0246910251352286,0.0171594538180477,0.0143566173908401,0.0189384672223027,0.0191963456558775,0.0224841741898474,0.0276897520413449,0.0466409979770045,0.110804465548947,0.188679216154454,0.000383476345318473,0.000125977799270794,1.79505636503694e-05,0.000205517578306807,0.000127579899239846,0.000163190676708642,0.000529425402962666,0.000917495665923253,0.00398946045891224,0.051721492951144,0.0826302166618724,0.429291142245611,0.038993251929084,0.020830835332598,0.0596059101587951,0.620962221372447,69.175422160141,57.8676705991842,53.7769193799425,40.8322181580228,33.6574000980367,26.6356250396529,17.9240821701412,11.3813820017216,5.73422679149435,0.439541779923007,0.360345763805196,0.295111296429007,0.272075888594142,0.284464954667701,0.377452870348724
250,181,0.234642092954734,0.977468403549459,0.112090774476837,2,0.039283364499684,0.0190040335760338,0.0146666746053182,0.018154106531251,0.0200200414482014,0.0222830219955272,0.0279670435449872,0.0451954539969858,0.108922997186909,0.188476466174137,0.000297379657811355,6.76330915202194e-05,3.14963332652876e-05,0.000108913373175901,4.24376249874695e-05,0.000197986888694064,0.00038114932591033,0.00110939869978774,0.00355845961168112,0.0534547914805167,0.15516791668012,0.487516385556423,0.0305257030973662,0.0414473883721473,0.0910100726718486,0.510393384283692,68.7236787439162,57.0531553347546,51.5884656922029,43.143096271847,32.4721704783278,24.9616495569563,17.8157371976601,10.1501143562664,5.77292747892048,0.454599948177598,0.330057793736667,0.299991255288332,0.284403962120103,0.280803545443666,0.378634998976789
251,780,0.333669148748634,0.976877365469681,0.101031227065488,2,0.035894236892934,0.0151592772010653,0.0151189335034792,0.0190526974235952,0.0188969515295674,0.0224464162662974,0.0280662715852663,0.0443228611057249,0.10860548248306,0.182985906776356,0.000207296267609438,0.000223441321589753,2.33604927969402e-05,8.00365282773677e-05,2.8418822512484e-05,0.000165895779399689,0.00029676507210604,0.00127379392342954,0.00342897019568969,0.0367407256337462,0.11915139508016,0.138645826666517,0.0148470536076413,0.0383295037913689,0.0783383485338846,0.555458942445731,67.0964689066305,66.6082367326121,52.8006004499412,41.7059741342568,34.2369107547015,24.3594311712469,17.2307550399977,11.4116521982467,6.29206264286963,0.417866019323302,0.368868628971838,0.292193904396268,0.276503409678235,0.282594026579003,0.378665989135859
252,21,0.258589357606025,0.987500615381278,0.0962347789186311,1,0.041322605537026,0.0182645538801838,0.0118276329476678,0.0189238864207809,0.0194413478881073,0.0252321160605571,0.0274015817002639,0.0449139246673939,0.106720798346327,0.186902676792954,0.000333772410993798,0.000192925911083996,4.07273551740388e-05,0.00015784920477342,1.90936372386692e-05,0.000175087701779786,0.000336568627525701,0.000837681810172292,0.00433865616299399,0.0513834051907265,0.192527388725043,0.294299545184055,0.0182100122700807,0.0408743217821412,0.107493775323826,0.440722134117514,74.7894873596554,60.3389551574294,54.0598561116129,43.2428554529085,33.1750701166224,25.561295107152,17.0163030094267,11.054979596395,5.91279887935623,0.425189913845852,0.343508141950121,0.295922280982127,0.275217386620732,0.285576114883238,0.387004410823578
253,149,0.311953436367017,0.986303117158965,0.109712131995455,2,0.0380020567488308,0.0192887023594425,0.0166836956376359,0.017886186270429,0.0198983418182404,0.0237689744989046,0.025864364441826,0.0465222747810519,0.110469120784689,0.183877874408409,0.000350976129780326,0.00010593419294835,1.34016677826311e-05,9.62885124378502e-05,4.98447394154416e-05,0.000167101716593328,0.000600633156668498,0.00128094969333884,0.00359459850656407,0.0554539974610468,0.12141302115606,0.16179926461733,0.0166784252720934,0.0153424245768706,0.0703297515173676,0.497231292852926,72.8592825457461,63.0945290527788,53.5897615953116,40.0445316366877,36.4088558330469,25.6558896430587,17.0005678630324,10.5158865894694,6.31943517445303,0.384528874887143,0.357375066683461,0.294491181906119,0.273891833891068,0.282435621603512,0.34783714484324
254,447,0.337359434227411,0.987622931712203,0.104554526627588,3,0.0424064420332523,0.0219416782078642,0.0143721747857084,0.0184531612916711,0.0187500648117407,0.0230166270176014,0.0269838786456019,0.0467362527658073,0.110942525116097,0.190701077082293,0.000317515968235676,0.000200971544109211,9.1915643536221e-06,7.5809347812313e-05,8.3590922653955e-05,0.000216179764359256,0.000389089668572013,0.000951519635471655,0.00376834044271638,0.0525928312611111,0.155564547269227,0.238417137142117,0.0188262697988721,0.0230983187870795,0.130480615722971,0.565174093295166,76.6110438125661,65.0571832042758,52.3163873851658,40.6144658348503,33.1407342859976,27.3596620151569,16.3750350676172,11.8732152269845,6.17343990978867,0.444791858651965,0.356209990304932,0.29381896611611,0.281532470903236,0.291123048139165,0.362475822895895
255,481,0.292840962021137,0.99546791943045,0.10610066233065,2,0.0353396997899548,0.0148647310934647,0.0182282033337453,0.0176731666354981,0.0204472746330883,0.0233909606078272,0.0265301864542186,0.0449607604874819,0.107847164456354,0.187048487485346,0.000345286220934529,0.000116698627326572,4.43141223666779e-05,7.76762117338239e-05,2.12487059737686e-05,0.000230721028920285,0.000286806687081567,0.000895132789186498,0.00329314586796155,0.050021382241998,0.138737246052551,0.246233319105333,0.0121313780454378,0.0191214359806658,0.176332336168899,0.583579526719482,74.3308693571039,57.4893409151888,53.4896808387693,42.4308400466976,32.5095096691486,26.122039873377,17.8984105347832,10.1797849959168,5.92537842660438,0.43551382559162,0.34214932247766,0.295717316036243,0.277614470915764,0.28534680954209,0.381494117986632
256,779,0.336387509333166,0.983374506191662,0.0980484708229074,2,0.0390516715207362,0.0217019491687666,0.0155457893870472,0.017361652131273,0.0186742896927619,0.022821965616799,0.0268293996288228,0.0461965145755506,0.10916700550573,0.187319121446354,0.000236434742637181,6.8898441570889e-05,4.5658942280225e-05,5.60687224086251e-05,3.79822335192044e-05,0.000263649168015151,0.000326287934874544,0.000762457635804496,0.00373645883398642,0.0554428999174166,0.174066008480638,0.318479228854965,0.0201196303073278,0.0447174765196554,0.081213951953636,0.479446721258899,75.9015848927324,60.6977239515208,52.6963184345624,40.9572059856069,33.0331725670226,25.0615287305999,19.8321790658136,11.4131520686412,6.19690503909632,0.431691806496026,0.332132164667983,0.293481192696207,0.273717826449694,0.292446774634682,0.384028445754042
257,504,0.299456307708563,0.987078972455517,0.103207032993751,2,0.0394171674235543,0.0234829881259843,0.0142722100836906,0.0183748684993638,0.0195425301959959,0.0226349268776816,0.0277833450460907,0.0458137535234608,0.110142212045394,0.186682696493702,0.000169227195324866,6.96776911343426e-05,4.27206957841244e-05,0.000118080252045483,2.97115486998222e-05,0.000197703745839866,0.000271542283844496,0.00107429855642821,0.00410091173126571,0.0658066294077354,0.160292091630951,0.292064979735327,0.026311774870293,0.0480090202643524,0.138259118795299,0.568476592946396,70.6772456043091,64.070374751867,54.4594061727611,43.8255982294839,33.896109502946,24.4742717805835,17.7653969442095,10.8721554490099,5.78930024171423,0.413051470399795,0.357070093346697,0.293315876735482,0.279278535105619,0.311178260630557,0.362149220241057
258,925,0.31292786422075,0.980541866410884,0.105523296935568,2,0.0392014188360863,0.016489833105881,0.0150808403212943,0.017294185887447,0.0196023948856353,0.0235893289734866,0.0274216411590819,0.0473901047037351,0.109414124030727,0.190349959698531,0.00041997870030936,0.00012026633431833,2.68930810874037e-05,0.00010322070551976,7.68314033268298e-05,0.000254097217838203,0.000287224544904154,0.000865680394640198,0.00534109087505571,0.0482020555111365,0.181889623791989,0.247822625352752,0.0896043523407932,0.0252851968581842,0.187237709092825,0.465183293176797,74.3414659213528,55.2099528272513,54.3924063459877,41.9069728593551,35.3199622005012,24.9488463891982,17.2059008821851,11.2169204852104,5.62582145721333,0.428895789914837,0.34450242496095,0.294705992829876,0.277804658632546,0.294649511298521,0.380142548642405
259,155,0.332621913330996,0.987419636369545,0.0978840180393505,1,0.0409897148754124,0.0161399375057302,0.0162312452941655,0.0181146827735311,0.0196856604789383,0.0237459789408518,0.0269037182303613,0.0456537222212963,0.104440235166494,0.183050547984091,0.00015732525086916,5.04282773515099e-05,0.000113645927575324,0.000165116322492588,2.46122335353518e-05,0.000193016831509312,0.000366006907317829,0.000910311839821303,0.00457366127193739,0.0520472473902862,0.120712501947029,0.244625264237713,0.0170483782216902,0.037206643478931,0.124058590141531,0.535125297169733,66.3923753997936,58.810333421258,57.9070543078566,43.5475198612579,31.6563644669926,27.4002617459948,17.9374523881016,10.0327794466464,5.98845836085563,0.416518360823393,0.350432063542988,0.294123243428895,0.281224174177026,0.292095414532664,0.374227259444571
260,854,0.345266804243146,0.994262336811046,0.102722660244049,2,0.0484861383292695,0.0169585092491784,0.0151018540493343,0.0176034191879312,0.0181253470002412,0.0214491489638624,0.027191990678255,0.0458680480150262,0.10915430300292,0.18998225259177,0.000403322410708204,0.000159511701836549,4.80448320385473e-05,6.13227780628746e-05,3.53454580962291e-05,0.000170018469671837,0.000407530771830872,0.00107897361064162,0.00446695111899859,0.0576407659455948,0.137342772066835,0.220130210330514,0.0260977213666314,0.0375541915377736,0.140450465217048,0.458554487239795,73.2431192543157,61.2120680476284,53.7590125106124,43.3204867017307,33.2737971803249,24.667243432403,18.4053270511704,10.3890926887782,5.96838134215089,0.399844532304472,0.330757131571896,0.294674931663465,0.271885995298619,0.275500870213051,0.392678458316583
261,183,0.320736414772746,0.99150173761694,0.103924990636582,1,0.0337770817987732,0.0164651035348003,0.0173948784272161,0.0166950227687816,0.0194333190490603,0.0227019119559937,0.0263546039143068,0.0454980467753744,0.108077805501345,0.187250929665969,0.000308197916459095,0.000101943938157237,4.53955165862686e-05,5.42088102005688e-05,4.30345253418777e-05,0.000280044190481192,0.000357641417135634,0.0011916649609108,0.00293377126898486,0.0325952393487693,0.129182431456571,0.279225351588869,0.0105597382601472,0.0156465486604207,0.0865989779726634,0.470884314243815,65.7603873185732,64.4261532216613,49.5980376443132,41.1839211315205,34.7217915247567,28.9199874072715,17.8307699199857,10.3337999484517,6.6155435460108,0.4161049242249,0.342763363326073,0.29194760769398,0.286585541623607,0.291983095811242,0.388313169684226
262,814,0.250839968999982,0.982645686531941,0.105373758504015,1,0.0419703930241772,0.0132145944911244,0.0168413030664963,0.017749475315964,0.0183588041051536,0.0232123813262539,0.0290362700492667,0.0469921464289851,0.106189031050991,0.183306691510705,0.000540217035959983,6.48192494783411e-05,6.68904587457245e-05,0.000125545893916999,2.94832454839904e-05,0.00024298097086158,0.000410359874043807,0.00101319357125877,0.00314529381086883,0.0543656613643952,0.161832562747009,0.48345512533103,0.0128491625897221,0.0222551562643442,0.159399176942567,0.593233670940629,72.4310236101665,64.1079460863268,51.6442857837414,43.1761415170871,34.3551499886628,25.1275550147623,18.3066873323916,11.6393479594348,5.75421556311172,0.422784299007904,0.373958683709773,0.296523953272153,0.276658701094144,0.261966346598041,0.365923476254943
