"draw","transmission_row","R0_scenario","coverage","ve_cross_protection","delivery","delay_weeks","hosp_rate","cfr_hosp_band_1","cfr_hosp_band_2","cfr_hosp_band_3","cfr_hosp_band_4","cfr_hosp_band_5","cfr_hosp_band_6","cfr_hosp_band_7","cfr_hosp_band_8","cfr_hosp_band_9","cfr_nonhosp_band_1","cfr_nonhosp_band_2","cfr_nonhosp_band_3","cfr_nonhosp_band_4","cfr_nonhosp_band_5","cfr_nonhosp_band_6","cfr_nonhosp_band_7","cfr_nonhosp_band_8","cfr_nonhosp_band_9","dw_mild_mod","dw_severe","dw_chronic","dur_mild_mod","dur_severe","dur_subacute","dur_chronic","life_expectancy_band_1","life_expectancy_band_2","life_expectancy_band_3","life_expectancy_band_4","life_expectancy_band_5","life_expectancy_band_6","life_expectancy_band_7","life_expectancy_band_8","life_expectancy_band_9","rec_acute","rec_subacute","rec_chronic"
285,285,"high",0.360716448373971,0.556333359808346,0.0974881094685849,1,0.0497833699288867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610490146163921,0.154167668471566,0.288530652520968,0.0183119249485017,0.0136009164586719,0.237571967527782,0.583823508810132,73.983923561018,59.246987815807,56.7443025098106,41.9762106508624,31.637251042431,25.3251224406877,17.7541508021121,10.7964168647662,6.33109663481472,0.117469414375397,0.291682409465356,0.590848176159247
286,286,"high",0.383474573412636,0.336519385782596,0.0944783138157534,3,0.0475354426802899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468185182378116,0.103140362368678,0.271289430083154,0.0228343534331166,0.0206943095823331,0.0754508477100754,0.494744077717592,69.2511501458884,59.8422112820925,44.3753146012789,42.1939928276446,34.7857080397877,27.202165694482,17.4320204831364,10.765906623501,5.95252990008097,0.0757543740466144,0.142546115430612,0.781699510522773
287,287,"high",0.284210814113683,0.180581810728763,0.105041719829959,2,0.0602745106876751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467723569827671,0.0985356852546628,0.394939033911321,0.0233032694850668,0.0375188798055474,0.13979285893445,0.517415186825985,76.3246074394637,65.1965726763904,56.9631177182474,44.6397523062582,33.5354688370723,25.317516946928,17.9545934959793,10.6465521319347,5.95470331182196,0.0821135987914134,0.0541354455653222,0.863750955643264
288,288,"high",0.345414664934435,0.244662310759967,0.096955098447882,3,0.0453927916171546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686904284434401,0.14923783740287,0.301635947808245,0.0193608597797963,0.0194150756479514,0.0554171486084819,0.530748739484092,78.1348379049576,60.7377523775798,52.9397713846368,40.3374195101958,35.0532396662419,22.918297582513,17.727249116639,10.1887036327066,6.07627529621266,0.023136067825544,0.300934136946386,0.67592979522807
289,289,"high",0.279910154010097,0.201929755841211,0.0997756492733661,1,0.0475093515585069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591397357764603,0.119988103113342,0.363685932239598,0.0182852442887097,0.0255343911027396,0.111339942614236,0.558179738713445,73.6779918143833,63.603415718989,52.5565589126177,42.5143720659897,34.8783856908227,25.384294872874,18.4866605262981,10.7648062186382,6.32576833048633,0.0707825951254361,0.192785854910763,0.736431549963801
290,290,"high",0.337439165609537,0.366348611597164,0.106876666528317,2,0.0487534375293112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617283817359447,0.123189132691094,0.547489493589192,0.0190071487087383,0.01453869800253,0.0879663538377941,0.526468036224176,74.5342649180763,64.9272017291919,51.6366820990465,42.6042570731705,35.1299212950359,24.5863665921528,17.0869812025749,11.1964743628219,6.08398539917284,0.113915245046368,0.175055040846819,0.711029714106813
291,291,"high",0.253559792723869,0.28789276876409,0.0958886057630828,2,0.0576253697687594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429068636431968,0.129149766657063,0.181527010989196,0.0156758071095401,0.0242444961089667,0.0911863277855476,0.563854688200912,70.5676790597349,62.6649928229514,53.2327748620491,43.540238548901,33.6129730044835,27.2395172562286,18.27045409556,11.6920178350261,6.40499990929166,0.0877641107667652,0.267252782915128,0.644983106318107
292,292,"high",0.301116735819814,0.472551284554729,0.101660605154579,2,0.0493390560536846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475747113916242,0.183774375533632,0.124384178120204,0.0147404560722861,0.0291197467847324,0.0737643620849821,0.566504175569221,80.0146759298069,63.1617394299834,51.3155175786166,44.012328168667,33.622013977899,22.9625011878576,19.2440897375463,11.0579912330017,6.42888698248519,0.0693999905296353,0.357668819919502,0.572931189550863
293,293,"high",0.266958691648521,0.253961670517756,0.0933281102258196,3,0.0417110611447983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623159995987002,0.152538771928483,0.299510988482745,0.0161052202360555,0.0353039681797986,0.277591960643936,0.654004209566427,72.365356208367,60.7283432693322,45.7437359044413,42.4092928528172,32.4418203940223,25.1186866997941,16.8300337918868,10.9435583122003,6.32009369765969,0.0203554895111375,0.431137000416008,0.548507510072855
294,294,"high",0.297254184607229,0.211969045186704,0.100753116199328,1,0.0560013197241668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726232271352304,0.122514773711149,0.378564129234799,0.0170733281165697,0.0275450630932343,0.213759788824868,0.528270117799035,71.1117825666985,63.7547845717223,53.0198543241659,41.9664273703572,33.2068302130035,23.9085366786664,19.0845497478478,10.4583176729524,5.84962524309211,0.0540911730758492,0.403730950797116,0.542177876127035
295,295,"high",0.352393155740121,0.216879016771954,0.0952717087659016,1,0.0581661057570116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497776992709916,0.116393338448684,0.385041935670437,0.025009540129807,0.0346462221858511,0.135987957349714,0.515294374752573,74.7218663985006,62.2512790521873,50.4641068047423,44.7561197007699,32.3972107763014,26.183349210396,16.6226263096289,11.0301003106483,6.37031710811353,0.150815441963429,0.200967774588206,0.648216783448365
296,296,"high",0.3386172576639,0.55126139921632,0.0986578499254446,2,0.0538945552912976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446574401166292,0.127141256193337,0.441956603941239,0.0219826244368967,0.0412613556396271,0.215727463182798,0.611119133969841,72.16655369759,66.8925967994897,50.8055743115262,40.6175111759981,33.7430448926105,27.3712016234145,18.3427822790753,11.5313328969403,5.8619950837455,0.00760094383666713,0.23644824879101,0.755950807372323
297,297,"high",0.362473439610466,0.242850610569218,0.110480783659426,1,0.0566885125120984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904339390915199,0.0969476038309262,0.164974593404837,0.0193520772010757,0.018467124739608,0.0982694517557559,0.517336571168498,74.0747291154122,67.6053967061408,56.1652767169968,40.7838047702281,34.2956825421473,25.677579607943,18.4505784759061,11.3169555674802,6.09645403879628,0.0159733395662164,0.248079861008141,0.735946799425643
298,298,"high",0.320810841915761,0.281108503674411,0.10257451890578,2,0.0527971593564385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444829436878742,0.166364256211638,0.150542830709711,0.0207249832784754,0.0257976209785659,0.0885408477214261,0.560717376161835,74.8656460069003,59.1487698095142,55.6584664922546,40.696822723781,35.4538991184229,24.3196865718222,18.7827766436935,10.2489554412138,6.39641859793478,0.0699019259423345,0.43060892577451,0.499489148283156
299,299,"high",0.21837876457763,0.739160185499297,0.104835359847336,1,0.0493249078304368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336070722587306,0.109974884502293,0.491443596974454,0.0191177383155717,0.0262472779199346,0.0983818354060677,0.519706224079479,72.2178805163963,62.9038994031472,50.2523543506157,42.0820731832242,33.0256069416895,24.7099804423196,18.0831212300047,11.0774202171882,6.29599779896616,0.0581318658121064,0.373284885086435,0.568583249101458
300,300,"high",0.178643213550141,0.158250303473776,0.106781732792203,2,0.0445700390174805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637359645043323,0.153160321733572,0.464127189398459,0.0200455734338623,0.0236665452067303,0.106210470383577,0.514262960166107,73.8199102566712,58.9693831252883,49.4282027856574,44.8679985521582,29.9722990973222,25.3625462484875,18.6715276619521,10.8739188944063,6.5108921482571,0.0103983334639084,0.475331137804389,0.514270528731703
301,301,"high",0.361056453541605,0.25547862476795,0.10069148113353,1,0.0448159076742284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340631134410363,0.135296767414927,0.244832798900322,0.0196927586092237,0.0379347406833905,0.0563898892269001,0.496179008145809,70.9394237340685,55.4675329022808,55.1113408231129,42.5758713760165,35.6636866724411,25.5199494489606,17.3895686141084,10.9232927967991,6.39780006638424,0.015975938183228,0.571304613694308,0.412719448122464
302,302,"high",0.272485599396363,0.305999601493068,0.104975520594762,2,0.0423411979844076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049409076924044,0.149050865786203,0.374590154005592,0.0244430271725982,0.0253176867892566,0.100934820229752,0.523523988747061,69.8771065798621,56.7187498120819,50.7540542340521,43.8689580231713,33.9997274637845,27.0515817763539,18.7264498243594,10.9578630111651,6.21783644102706,0.020911533140884,0.26941111368065,0.709677353178466
303,303,"high",0.364959018548135,0.23541886348786,0.107634194416112,2,0.0542540007974913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388565196912855,0.121049574741532,0.470278076694937,0.0265538073402022,0.0699149190380694,0.117054762084199,0.478701991277253,69.5866390166655,57.2872117535762,54.1351595054352,40.0106170431514,31.627662601914,25.9623943229522,17.3797911716411,10.903580798841,5.45272237708723,0.0206581492636391,0.513913332786791,0.46542851794957
304,304,"high",0.280818060761463,0.270903041288769,0.090957591135829,1,0.0499178270701274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431345040005287,0.137677949519364,0.146496613516121,0.0146636871460816,0.0251639400281096,0.0964231231728054,0.595375553620852,78.9677573701558,64.2707935266163,52.2806645648533,43.9842071511516,35.7935864859635,24.2481412379919,16.691780712647,11.3343056527723,6.39060908406938,0.0274982607805365,0.120648889907313,0.85185284931215
305,305,"high",0.345823919130083,0.166288741881799,0.0938405134789427,2,0.0458588725086024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471134706699861,0.136040382485917,0.494649848328951,0.019136341047794,0.0269259764740225,0.042407769010002,0.571291387621385,70.7862743199174,59.5417016795432,53.1875299301302,44.5824024244146,34.140834843918,25.8191027218724,18.3891785591914,10.0037270792863,5.68522407399538,0.0778942081954224,0.282246340054165,0.639859451750412
306,306,"high",0.32347860041275,0.325560767810446,0.0992752701351391,3,0.0422212364998988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048791470818715,0.178907978610679,0.28823433384062,0.0173563523573885,0.0305829857442,0.131376024832885,0.480891601281314,69.9947633422559,59.4291857129054,51.0686419341002,49.7531396971248,35.1035428411209,25.5391260896156,17.9766315378051,10.3367180110478,6.18866083516873,0.00799359675869138,0.10400780444987,0.887998598791438
307,307,"high",0.257504364326326,0.40751270767845,0.110896316215398,1,0.0461399019640844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365806088084728,0.0887685388561791,0.428179956855633,0.0206956510976309,0.0481118603689375,0.159639456057996,0.487897330574685,75.7580945345996,63.2125709565615,53.6925030873995,40.7459911808422,33.9719601152991,25.3222982624227,19.8296836855687,10.8870098761992,5.9519614851045,0.000236021933755879,0.410502907766719,0.589261070299525
308,308,"high",0.252463172021873,0.36129819378718,0.109005752364793,2,0.0513670321750433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423750559886883,0.200073600596903,0.417578500772148,0.0159810806870311,0.0272697385706521,0.0781635438958947,0.638394426002458,72.7946289861552,54.8856663233995,51.2852413984904,42.7274315148814,35.203112641683,26.1347002122172,17.5243990895002,11.2088471073025,6.00476829787078,0.100194113800057,0.205853722245869,0.693952163954074
309,309,"high",0.252061849621125,0.240522504390018,0.120390083680732,1,0.0395597268179879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578056130449779,0.10488781265532,0.51079612000544,0.0154210875753297,0.0211827913594862,0.11310304102207,0.493892136445295,74.4812735720704,62.0723806295428,48.1663210341595,42.0592760334606,31.2716499314508,24.4657709357448,16.7001435257283,10.8009730868759,6.11363451121854,0.0779084184300511,0.274739691833779,0.64735188973617
310,310,"high",0.262287928908274,0.314683239079989,0.105005760391733,3,0.0474944376033065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356661232632028,0.112718316435185,0.346866603019521,0.0158974543480784,0.0128155215450942,0.0894182671102237,0.524767049831929,70.0426490253321,60.8096832183889,52.0688969392996,46.3240718257549,30.513540768564,25.0382018417451,18.0707457146655,12.2468383518759,6.4990330536816,0.0320072397554104,0.2970812942843,0.67091146596029
311,311,"high",0.28005603890192,0.243971332754192,0.104152850251918,2,0.0494988228054131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050989473765234,0.119136979314775,0.296114398978353,0.0176589970935315,0.0344987083805688,0.0710578145250174,0.514051269149751,70.1422522796807,61.622705677544,53.3424198764874,43.2659569428363,34.7424060061141,25.6011736847019,17.7549877544681,11.6746772002736,5.78115091911368,0.0477894296503511,0.187458535820848,0.764752034528801
312,312,"high",0.368926521879639,0.758319427248941,0.0946649420173059,3,0.044206777324976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571144745389783,0.118276424618102,0.334529040009551,0.017038828631705,0.0190549706142718,0.067852984734621,0.571654542832621,72.6791063320906,60.525765818532,54.6870465297111,44.028444639207,33.7851683139544,25.7268212653095,17.1358004556892,10.4879456899712,6.08119196423916,0.0104809208136288,0.111211518723054,0.878307560463317
313,313,"high",0.272829594152187,0.304329247700776,0.10151777745757,1,0.0488318733164248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342064272657619,0.0879094985546115,0.298279702261171,0.0190541566664421,0.0226271802410416,0.155858294022748,0.480190814294025,70.2216283254661,57.5567041346752,51.4353891471074,41.3559417381699,30.7364769401763,24.3659496347708,18.5477584581354,11.2616659536667,5.70791737609096,0.0266272999655854,0.320467751721422,0.652904948312992
314,314,"high",0.2865960439876,0.145080730920261,0.0994450421683363,3,0.0425245245282385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564429068750292,0.117510095622222,0.175225608839929,0.0211755273285942,0.0169434689348985,0.208042314199739,0.48595943643721,84.3363613231035,59.1253762862514,53.8772824043543,42.0372012044258,33.4917603181794,24.8957563924294,17.5736063820643,11.2600909983224,5.97174039894691,0.0346475958797841,0.358685335466971,0.606667068653245
315,315,"high",0.212509295737852,0.323823799875826,0.101700781663435,3,0.0518185798662345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071718449464697,0.0900623990015021,0.486600523447635,0.0175530330203351,0.035294596573086,0.15871382818889,0.482206851510196,72.489259096072,61.4657229841092,52.7682926727984,44.1837425441528,34.5866007347423,24.9249835779419,16.5089226454773,10.3871349621953,5.97300837980928,0.0269415962642713,0.267130753265279,0.70592765047045
316,316,"high",0.304880953503569,0.469477656880155,0.102521602788128,2,0.0483987700190076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637850185190285,0.172933799209459,0.133794032367541,0.0180942789939424,0.0318924932472191,0.0688359854962943,0.478258756596911,71.0421253095049,60.2853045218814,52.4383012076469,46.5268708878786,34.3450121872109,26.7758972127407,19.9467142560713,11.2568314180581,6.44923100014963,0.0155254361195622,0.349634974755276,0.634839589125162
317,317,"high",0.23781476613915,0.373903468270188,0.106176705140221,1,0.0517618457585992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530815543542681,0.134435289711275,0.430616379089587,0.0239339254614946,0.0241267462815555,0.050325468015359,0.460410926703535,71.7221897014767,62.3268254129163,53.4908711795915,41.4659003286023,34.0902658502259,25.9262869662289,16.8727219519942,11.7276143457672,6.29116223178954,0.00427661415733591,0.369047122060682,0.626676263781982
318,318,"high",0.255770428965087,0.45567273676202,0.0887182437612157,2,0.0671089678543134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480704038330013,0.151260471012468,0.336461162994013,0.0229055717113144,0.0240273041336553,0.132356303672839,0.547618707933335,71.4953745152045,60.7058831233646,53.5689489686235,43.5809533966318,32.8187638450263,22.1146700666439,16.8857728726917,10.7431573318198,5.74722096139362,0.0100707041502101,0.122254696478792,0.867674599370997
319,319,"high",0.355639562876699,0.405214006393923,0.0982202927294168,3,0.0630013697720909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326573435637395,0.141204524934427,0.209518643542027,0.0160272252947272,0.0308840285436686,0.0464693120598713,0.48725944616737,71.5609433588535,60.1260951485416,54.4965809311782,46.6775688130527,34.3964463352655,27.0614458283143,17.4267736817245,10.8902873254013,6.09031656906966,0.155125987951652,0.484771964255038,0.36010204779331
320,320,"high",0.411123178206074,0.450758769517543,0.104140253052098,2,0.0481806351038478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396069761546627,0.113291697562045,0.421724145797733,0.0228397986638306,0.0115310464842198,0.0384487498141272,0.518764149330081,77.5911172514067,65.57411030284,49.5921884151804,41.5222687351643,36.8297334053684,24.7145919875489,18.319264181178,11.6391571265549,6.12522267646136,0.00907221394026119,0.30123649050096,0.689691295558779
321,321,"high",0.336731878814171,0.20307230478585,0.0898546634940485,3,0.059653780898681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439721433764047,0.133587671918515,0.349305635989771,0.0181261834237202,0.0157579107568619,0.0942966836056866,0.545496078339431,73.9141358912167,61.083791702383,51.3641687997562,44.5910866493529,34.7734159325132,25.2891342762908,18.3689767104173,11.2519656580537,5.7733304284058,0.0891175726292427,0.17911569599255,0.731766731378208
322,322,"high",0.298744905354946,0.272696077436878,0.103696934471813,2,0.0516216271812316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472275792975266,0.112432764971244,0.451495064947233,0.016806528790786,0.0244884625928561,0.0533640026744772,0.496365733708343,74.8137083164364,64.8460805342761,54.2817326580229,42.3938963282951,33.2379150830404,24.169180098185,16.3535572955874,10.8238613253706,6.25074127784511,0.043685180692605,0.177219534466332,0.779095284841062
323,323,"high",0.261986953825584,0.329173950406313,0.103030958351351,2,0.0468291512125635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640077838638324,0.151335042731725,0.219326042067069,0.0260132644689686,0.0147029221785612,0.0905375866861832,0.608227399499165,72.3221427831651,62.9744314621395,53.1155130359137,38.6730869911955,34.1958629316091,25.2714769798479,17.6715367008664,10.9673473757204,6.05108272291757,0.00687745918002876,0.296970536161035,0.696152004658937
324,324,"high",0.226913738140133,0.235116687532971,0.0987235077065283,2,0.0580878277838907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349961314926236,0.150944980318044,0.225508839757159,0.0212710184129724,0.0150490843021082,0.0546226056455241,0.584359940888375,70.9810338351364,62.4384735988193,54.6593222816656,44.0842909887593,34.3837468974354,23.4221490922644,16.2170622390863,10.0200658495748,6.14890982415413,0.00526740613896491,0.407314583615132,0.587418010245904
325,325,"high",0.228816931948406,0.587799048117702,0.103784008787219,3,0.0503127537224956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548928249074832,0.158445458095915,0.192029818837026,0.0182909119548061,0.01544433174862,0.0929954349787235,0.538090790224733,71.1835062211285,62.6881377590125,51.6713167809611,41.9721086543445,34.2212611854424,22.6342206464662,17.6869197835342,11.6197716955862,5.72090229384857,0.0352229917635332,0.23733034691221,0.727446661324257
326,326,"high",0.28499730667003,0.327001396103985,0.0932595953773159,1,0.0456775240543626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413450408789081,0.13747091769851,0.47471551652587,0.0214692995595841,0.0794591167836464,0.0864069795708122,0.51370614197213,71.5237867255146,59.2329090951788,48.2021193255806,44.9612132196383,32.7892937935903,24.3730630779978,17.2102022077385,11.0070006901817,6.09532694856015,0.0525073360379782,0.300753571149166,0.646739092812856
327,327,"high",0.2730782210383,0.468323920092694,0.0937269214919425,2,0.0456841220129562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525483704328891,0.109358710581884,0.411117772387287,0.0171722942513807,0.0106374096386863,0.20101029279397,0.492560552588958,75.9394928728937,63.3167672190799,49.8016758581343,44.2880353738096,31.5357213216002,26.8839183733451,16.6520620671436,10.9505912427673,6.20189874820778,0.0971564352850936,0.134324101989683,0.768519462725223
328,328,"high",0.316432186284577,0.0470527316193277,0.089217838361569,2,0.0418286431119127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693359323786112,0.0659743984691734,0.270267351808159,0.0216343991353477,0.046637525456397,0.177651559390716,0.599645146848192,70.892768679961,57.8694547104325,50.9680202121722,47.2400258447382,32.6530320967834,25.2057292878237,19.5144755865124,10.024569161451,6.07812846707013,0.0481338735804952,0.0955207901891194,0.856345336230385
329,329,"high",0.327504339947041,0.284272665093053,0.0937961611418619,3,0.0551029173260811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254042271494238,0.157649754901813,0.336754797702439,0.0215733889867908,0.0226939452729112,0.0629170514688851,0.50024525723296,67.1142730209453,59.6493313093008,52.3454684445703,45.890214638879,34.2765392411311,25.1104242801894,18.3627478420403,10.7503319088419,6.01147619903419,0.0585353516573894,0.145979791421584,0.795484856921027
330,330,"high",0.282258532270255,0.247617958172456,0.10225868523566,2,0.0546196677598313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022404876794301,0.203842734036813,0.154081803044654,0.0202680091623879,0.0474250491694733,0.203526860975777,0.59794595134508,77.5482039465174,63.5280829839604,53.9632219039938,42.9250086708785,32.5460649182322,22.1845422738664,16.9112457865145,10.3149369728791,5.84721792251946,0.0870652437474471,0.315306550756256,0.597628205496297
331,331,"high",0.30578234477709,0.462317175097945,0.0996863631381599,2,0.0433087936472022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548459495544945,0.0984380934806557,0.399038331033655,0.0135479386463917,0.0338594002362808,0.0680698765696192,0.402932215849562,74.6682003123589,61.5823715488433,48.7603806275037,43.5217290882646,33.8936318637207,23.3988421302274,16.5136828966447,10.7205156877536,6.52406645139375,0.220603384539594,0.152308861659106,0.6270877538013
332,332,"high",0.321700307626566,0.169571996844971,0.102914554009039,1,0.0503691840605298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480982420500227,0.107402239759952,0.220894779562467,0.0190736648503798,0.0190899869531573,0.092763666320214,0.548142394841788,73.7326095949789,65.4599191720298,53.2812855825429,46.8150648730431,35.9233211589835,24.97730099393,17.6656940872419,10.1528534275538,5.56315631850767,0.0292906733091637,0.264204905869012,0.706504420821824
333,333,"high",0.349661699212321,0.298009310002019,0.0965315490006015,3,0.0436909707218774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654040688395371,0.11865157688195,0.508206074408916,0.0161820342789328,0.0327400057519806,0.0478946116449291,0.506041685779174,74.0855577495402,65.1775825716232,51.1622861496266,44.5558346013059,33.763307579266,24.9201514490098,18.0252992706686,11.4136667839195,6.22900893342323,0.108612763726827,0.330388380301924,0.560998855971249
334,334,"high",0.236175158106479,0.198680412251428,0.101068648049197,2,0.0471181011378414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03627493383138,0.16687565674884,0.273662709402769,0.0173051975328732,0.0210067410467595,0.127399130786954,0.60527299847281,75.3913208813477,56.6949577605693,52.4310542900245,41.1473297012959,34.522030547682,26.4083419331357,16.5630961491984,10.5843580083445,5.90893746522403,0.135418882659862,0.246790996056868,0.61779012128327
335,335,"high",0.350960132975893,0.27144481606351,0.0972718117534209,2,0.0496060311773764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465938475856773,0.157536732673692,0.304914839337294,0.0199983385169028,0.0230770170616971,0.315548817715337,0.481343417445488,75.9119461766482,64.902860945462,56.8274041963485,45.6971378967906,33.9550989219334,25.4281703966485,17.773945491989,10.90587190489,6.39184974043796,0.0947453631395396,0.207054242251904,0.698200394608556
336,336,"high",0.197591799510611,0.357621439414511,0.101644270616049,3,0.0532023756117468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481842507959845,0.135031892976487,0.469824064962658,0.0212511241765581,0.0212128452697212,0.110315855752149,0.590039446321503,73.8291563441277,61.4451942199788,54.9999573074316,40.3522042529976,32.6718253223918,27.6138480253519,17.488323766612,11.2279581865428,6.60099472177737,0.0664975142595746,0.337332976924111,0.596169508816315
337,337,"high",0.258956040384167,0.272119668578051,0.0979252325126234,3,0.0455548861593028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508108385078264,0.130002363534162,0.334116923316088,0.0189578358515288,0.0140512473984352,0.167874965937227,0.62907244137366,71.8738643700442,66.1316136769394,52.3910237367717,39.8314890418452,36.223795486558,27.3456817591942,17.5180047913023,10.9391193517086,6.38844171382749,0.0124821660083349,0.300760576907849,0.686757257083816
338,338,"high",0.161776102210663,0.318459902166426,0.0935376964219085,1,0.0637597131591338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663050852833004,0.095490237521565,0.112361435978757,0.0170869544140441,0.0209586217089769,0.206959133859957,0.571915907380376,72.1252239714284,59.5575937994273,53.0044378061719,43.6566462307224,31.8200142351234,26.0947874345781,17.99084828564,10.362177497853,6.02923454871654,0.0850630143031702,0.29158510580532,0.62335187989151
339,339,"high",0.316111003667845,0.312008149442959,0.0992930976833669,3,0.0530925713020117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641048965245378,0.162419857619024,0.377463825942196,0.0240565771030471,0.0257025997611752,0.147487858010644,0.559290428904659,71.7862985104892,63.8803101766675,54.3130584799789,44.6664733594672,35.0055606761689,24.1563676446846,17.1130340418313,11.9611509727901,5.96651736611473,0.00954799309365707,0.131862851870796,0.858589155035547
340,340,"high",0.380486490294574,0.158942326116143,0.0976096207779561,2,0.0507036510397023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502429979891068,0.13610433309013,0.409121533151168,0.0151824227402058,0.0222832702697886,0.0596928650535247,0.65156280592131,72.1851113327607,62.5236402261428,54.284370115691,46.4478603937112,33.937877349058,26.9072607518477,16.4459497163734,10.5522762757198,6.0262181132729,0.0698821782454316,0.305349158268119,0.62476866348645
341,341,"high",0.327090481403387,0.242461539632052,0.0950453159451049,2,0.0500794496614967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501826226511666,0.107710372078997,0.254142743362856,0.0229797815804129,0.0205398247022761,0.113524143296342,0.478558063166482,72.2269142054499,60.5471370405453,50.2051189574799,41.4452409280951,35.9620868301309,23.6171771213287,18.949948150808,11.6640254662776,6.29908005905526,0.000904737931423546,0.536640383392619,0.462454878675957
